RELATIVE_PATH,ABSOLUTE_PATH,FILE_SIZE,EXTENSION,MIME_TYPE,ENCODING,SHA256,MODIFIED_TIME,SYMLINK_STATUS
blueprints2/06_BauCheck/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/06_BauCheck/blueprint.md,2120,.md,text/markdown,utf-8,3c8ce0392891f7c1f92857f9d666cca9b7cce73f95be5f489a79d88a2205e87e,1776147782.0,REGULAR
blueprints2/04_MeldePilot/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/04_MeldePilot/blueprint.md,2063,.md,text/markdown,utf-8,856c4e50cf1d05901bfcdb4c2e3a7bc8c6657996f8b5cf005ff14fb4081ffe02,1776147782.0,REGULAR
blueprints2/11_XRechnung.app/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/11_XRechnung.app/blueprint.md,3296,.md,text/markdown,utf-8,7a461e29f0c10d4668bc03290d4ba547ded5804a7076a03b56c7e6b5497220dc,1776147934.0,REGULAR
blueprints2/17_PV-Nachweis/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/17_PV-Nachweis/blueprint.md,3066,.md,text/markdown,utf-8,3af7493acdf7026f1d8e7294404a523538300e47e0ddbffb4c0ab11107bc1730,1776148126.0,REGULAR
blueprints2/09_SmartMeterGuard/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/09_SmartMeterGuard/blueprint.md,3397,.md,text/markdown,utf-8,be0810b82e0caa3a3c65f0eccfae75ee106a157283d1d2f6baa6cb643c6a4309,1776147876.0,REGULAR
blueprints2/19_GmbHProtokoll/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/19_GmbHProtokoll/blueprint.md,3303,.md,text/markdown,utf-8,fac0494c6c227d96b7bacd6cff4b9aebccc1813e47486ee850cc583099f5b5dc,1776148182.0,REGULAR
blueprints2/01_HandwerkSign/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/01_HandwerkSign/blueprint.md,2117,.md,text/markdown,utf-8,e0d565fef7463a2c16027e5041fe1a7316635791a10d2f8edf1b86ea8fa59ad2,1776147782.0,REGULAR
blueprints2/07_KassenPflicht/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/07_KassenPflicht/blueprint.md,3096,.md,text/markdown,utf-8,e8b6cc1a2d495c352d5d8258715055e30d27157b990ba4c0c766a44755a5205b,1776147832.0,REGULAR
blueprints2/14_DSBDesk/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/14_DSBDesk/blueprint.md,3433,.md,text/markdown,utf-8,f7a6121885f3113b1de80880af320dcbd53125ad2a0a216631b0be4abc7f8073,1776148058.0,REGULAR
blueprints2/16_SicherheitsUnterweisung/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/16_SicherheitsUnterweisung/blueprint.md,3277,.md,text/markdown,utf-8,e85cd2e4517bdaa3b131989b26a03dd4801d108c0b274ca05e70bdf479590180,1776148116.0,REGULAR
blueprints2/10_NachweisVault/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/10_NachweisVault/blueprint.md,3577,.md,text/markdown,utf-8,3a8751ce7769ce442aac04f9dd0f49958b0bbfd61691a8c18e62a22ad4b6eb75,1776147914.0,REGULAR
blueprints2/20_FuhrparkCompliance/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/20_FuhrparkCompliance/blueprint.md,3287,.md,text/markdown,utf-8,a79762709cd04bf64d59a5e6776ce7115fb3f153690b8e38ea26d8e2ec2f3034,1776148194.0,REGULAR
blueprints2/15_AusbildungsNachweis/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/15_AusbildungsNachweis/blueprint.md,3451,.md,text/markdown,utf-8,22ff9d5bfd9f8ef75f68a6e5f440a1d2ac899d541972d91cd3c623ec12c2f885,1776148080.0,REGULAR
blueprints2/12_ZeitAnker/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/12_ZeitAnker/blueprint.md,3332,.md,text/markdown,utf-8,f6e300ffff7cdc09af9e98c1e26ce431f8c1d13670fce663d15ea3d82a4968d3,1776147956.0,REGULAR
blueprints2/13_WhistleGuard/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/13_WhistleGuard/blueprint.md,3554,.md,text/markdown,utf-8,f83c617d8664f9f160e1645ae02b64b665023142f9cca79bbd8d7623ea5c5cb3,1776147974.0,REGULAR
blueprints2/03_SupplyTrace/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/03_SupplyTrace/blueprint.md,2063,.md,text/markdown,utf-8,541bf4e6d4c214178c180bcec4a1040a101487796f18549b88d2c8265d49b18a,1776147782.0,REGULAR
blueprints2/08_HRSignDesk/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprints2/08_HRSignDesk/blueprint.md,3251,.md,text/markdown,utf-8,a7c67cc25e7bd809c20ed1b091ed1b96a7e023d9719b4446f160863d35fb9033,1776147852.0,REGULAR
blueprint4/app_ideen4.md,/home/xxammaxx/Dokumente/Promps/blueprint4/app_ideen4.md,72667,.md,text/markdown,utf-8,282d1dc81c49eb4ed8c12877c6ca393ccb452c5e8112ed0f801106fc0f9bd644,1776069822.0,REGULAR
blueprint4/01_FormFrei/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/01_FormFrei/blueprint.md,2983,.md,text/markdown,utf-8,229537334154080328fc1b8e425c215d42e8851c723257769e48f641b85afe41,1776147130.0,REGULAR
blueprint4/memory_bank/productContext.md,/home/xxammaxx/Dokumente/Promps/blueprint4/memory_bank/productContext.md,1119,.md,text/markdown,utf-8,4042a580ecdae6b910881195db61d6cd550f7142e5fbab53f14f9e35f1a3717e,1776070522.0,REGULAR
blueprint4/memory_bank/progress.md,/home/xxammaxx/Dokumente/Promps/blueprint4/memory_bank/progress.md,299,.md,text/markdown,utf-8,73418abcbb383a162a9ec0b6552a5a6825c039e6b216cf10339494f63f939032,1776070704.0,REGULAR
blueprint4/memory_bank/projectBrief.md,/home/xxammaxx/Dokumente/Promps/blueprint4/memory_bank/projectBrief.md,924,.md,text/markdown,utf-8,4de527bba64e709405c4e31e5133a3db061a3a0a20bcda41f4cbc6ec5fe98622,1776070522.0,REGULAR
blueprint4/memory_bank/activeContext.md,/home/xxammaxx/Dokumente/Promps/blueprint4/memory_bank/activeContext.md,539,.md,text/markdown,utf-8,e22efb9b1553b2cf52018cdfaee4dacd704e05cd3ec3d35e1a49bd7562e46120,1776070522.0,REGULAR
blueprint4/memory_bank/systemPatterns.md,/home/xxammaxx/Dokumente/Promps/blueprint4/memory_bank/systemPatterns.md,1009,.md,text/markdown,utf-8,23536b20797124a2ce5dec3fe28fe588dac6818935ea5f1d9394689eee410497,1776070522.0,REGULAR
blueprint4/03_PflegeDoc/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/03_PflegeDoc/blueprint.md,3102,.md,text/markdown,utf-8,cb8d84c6b01eb913a31203fdd64aecdbbffc417ae6dad810e52e46dd17bc9676,1776147152.0,REGULAR
blueprint4/06_HandwerkHR/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/06_HandwerkHR/blueprint.md,3127,.md,text/markdown,utf-8,af0ebf222e2dbd02f4b2073b70ee468035a801a80a889653e4de45b66497d17f,1776147180.0,REGULAR
blueprint4/08_CareMatch/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/08_CareMatch/blueprint.md,2567,.md,text/markdown,utf-8,1bd2b408fdef4fcd6bc9b283dd17f937e71908aaad1eda149737db996abaaa2e,1776147256.0,REGULAR
blueprint4/10_BehördenBot/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/10_BehördenBot/blueprint.md,2563,.md,text/markdown,utf-8,9cd770ed59eac78009ec3fc8239a6a524de759a13d0adb014076bbc7536b136d,1776147270.0,REGULAR
blueprint4/04_BauSign/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/04_BauSign/blueprint.md,3078,.md,text/markdown,utf-8,c38a34a064eae975f2d02c3c0838e231e7244fe560186c2eb9857c7df042a21d,1776147162.0,REGULAR
blueprint4/07_AuditReady/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/07_AuditReady/blueprint.md,2713,.md,text/markdown,utf-8,947b8361c1ae8099d7faa7b11c3f429f8fc4f1fd3bdd3a3949aaf9205bed7039,1776147248.0,REGULAR
blueprint4/05_GridFlex/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/05_GridFlex/blueprint.md,2998,.md,text/markdown,utf-8,695692147bbc4e448332c70eb7190f20514dbfceeec196c3f149f097fd62f472,1776147172.0,REGULAR
blueprint4/09_MeterProof/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/09_MeterProof/blueprint.md,2508,.md,text/markdown,utf-8,92a7ddd1fc55dab06ae685aa33d18b582f2d35520051d65e91816732332fbf53,1776147262.0,REGULAR
blueprint4/02_SupplyTrace/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint4/02_SupplyTrace/blueprint.md,3024,.md,text/markdown,utf-8,d3d595afd132e72645fc59ef998d4af43fd924d2f72ebfa8e8bbca9016b6b834,1776147140.0,REGULAR
blueprint_von_grok/app_ideen3.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/app_ideen3.md,11905,.md,text/markdown,utf-8,711383c05691d72037eaa2a5c0b7c148fc2694f66ea4db7a14d235a117940316,1775718508.0,REGULAR
blueprint_von_grok/blueprint_07_handwerklog/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_07_handwerklog/blueprint.md,3031,.md,text/markdown,utf-8,3782ee226460498be30e41afafb1bc060a52bd1da7c723d47239d0be6e208a1b,1776145444.0,REGULAR
blueprint_von_grok/blueprint_08_bausafe/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_08_bausafe/blueprint.md,2964,.md,text/markdown,utf-8,2a4f86fa19c0f03352b046d400547b68f45c3e1f243bb4eb831d2b77ee69b8db,1776145458.0,REGULAR
blueprint_von_grok/blueprint_01_buerosign/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_01_buerosign/blueprint.md,2381,.md,text/markdown,utf-8,ad2d205cd6d0ca16c84fb69ff5fcd13ca54811b434db403c59e86172a32c8478,1776145366.0,REGULAR
blueprint_von_grok/blueprint_05_caredoc/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_05_caredoc/blueprint.md,3054,.md,text/markdown,utf-8,01b0c6a00155672a2f6f1cde52ad5e6de88d726647b170f86005657846fec4df,1776145420.0,REGULAR
blueprint_von_grok/blueprint_04_esgreporter/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_04_esgreporter/blueprint.md,2920,.md,text/markdown,utf-8,4d2d795698e1a2e7b05996160041133b4f814cf81716c2bed97a71a422931e88,1776145408.0,REGULAR
blueprint_von_grok/.qwen/settings.json,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/.qwen/settings.json,69,.json,application/json,utf-8,4e2992ea7c683b106c77ddace7e7068e16bce96461207ae55b464f9d77999bc6,1775718648.0,REGULAR
blueprint_von_grok/blueprint_10_metercomply/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_10_metercomply/blueprint.md,2816,.md,text/markdown,utf-8,7a85b11eb2fa7f55f848d4d07c11866bd9bce7f3a76a870ec6746850bdbf268b,1776145482.0,REGULAR
blueprint_von_grok/blueprint_03_supplychainguard/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_03_supplychainguard/blueprint.md,2839,.md,text/markdown,utf-8,10dd8abf95053cdd8810ae3995395b35b41038268f69b5f806f217fd3157856c,1776145398.0,REGULAR
blueprint_von_grok/blueprint_06_shiftguard/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_06_shiftguard/blueprint.md,2878,.md,text/markdown,utf-8,b0810461513435d5f82831d75defbe79bbf88472002d1a9e1fe5aa19c8d7097b,1776145432.0,REGULAR
blueprint_von_grok/blueprint_02_verwaltungspilot/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_02_verwaltungspilot/blueprint.md,2700,.md,text/markdown,utf-8,f2749032ad4ce485f3555ee76d9969b8ad8529c67de3ce9d101419ce11b3e922,1776145382.0,REGULAR
blueprint_von_grok/blueprint_09_flexenergy/blueprint.md,/home/xxammaxx/Dokumente/Promps/blueprint_von_grok/blueprint_09_flexenergy/blueprint.md,2866,.md,text/markdown,utf-8,ac55da2087fe6a8aa8d3f34629daf70368708022b8e19b56a270fdd416ebcf62,1776145470.0,REGULAR
anleitungen/spec-kit-anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/spec-kit-anleitung.md,27491,.md,text/markdown,utf-8,52b0755d9eb6ac059488ba6e67d381867a33a85bae83af18db04c362e1f0beee,1776005110.0,REGULAR
anleitungen/gemini-cli-anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/gemini-cli-anleitung.md,14010,.md,text/markdown,utf-8,abe2480ed0c81b9a1dd9e2babe403ef1a8fed13683ead13a5ad795540dc24983,1776002374.0,REGULAR
anleitungen/KI-ANLEITUNG.md,/home/xxammaxx/Dokumente/Promps/anleitungen/KI-ANLEITUNG.md,10281,.md,text/markdown,utf-8,339c5f8eb12a4fb10e06bcaf2195c8b425b0c20ba37eab9e22dee16563850355,1776062994.0,REGULAR
anleitungen/openspec-dokumentation.pdf,/home/xxammaxx/Dokumente/Promps/anleitungen/openspec-dokumentation.pdf,233985,.pdf,application/pdf,latin-1,a2b54a204b2bc1b71f7154388966dbbf512207499217d01ffa6384f6987f2fd5,1775377444.0,REGULAR
anleitungen/Gemma 4 auf GeForce 1070.md,/home/xxammaxx/Dokumente/Promps/anleitungen/Gemma 4 auf GeForce 1070.md,42052,.md,text/markdown,utf-8,a6704cd00e2dd2e3337d54f387faedaab121304569002d756dcc979c87918233,1775866516.0,REGULAR
anleitungen/d hardwarebasierten Akkumulation von Ethereum.md,/home/xxammaxx/Dokumente/Promps/anleitungen/d hardwarebasierten Akkumulation von Ethereum.md,7478,.md,text/markdown,utf-8,f7f6b0125ed8cf0a1de949eaa773a4d83a408f423c8e327ca12d879951df1aaf,1776811142.0,REGULAR
anleitungen/Speckit_SDD_Anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/Speckit_SDD_Anleitung.md,5508,.md,text/markdown,utf-8,c9f0d597542d78dda3b851efac3dad7fde9becf80f754affd21a6730785e6544,1776068176.0,REGULAR
anleitungen/MASTER_DOKUMENTATION.md,/home/xxammaxx/Dokumente/Promps/anleitungen/MASTER_DOKUMENTATION.md,49874,.md,text/markdown,utf-8,d938d069b7ffc88ddfde451ab1dd0ec70d0096d2cd5ba8d2908dc9748c5e8ae2,1778005618.0,REGULAR
anleitungen/OpenCode_KI_Anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/OpenCode_KI_Anleitung.md,3847,.md,text/markdown,utf-8,2cb8dd54b2e44547fb951611ec9ac834335266d5e87efa7bfea8ebddc244d21f,1776926142.0,REGULAR
anleitungen/MASTER_DOKUMENTATION.pdf,/home/xxammaxx/Dokumente/Promps/anleitungen/MASTER_DOKUMENTATION.pdf,132093,.pdf,application/pdf,latin-1,b75904e32357b8c5152830fe8275519ab27abe9dc5312c6f2512581339bab30c,1778005734.0,REGULAR
anleitungen/Synthese und Implikationen für lokale KI-Deployments.md,/home/xxammaxx/Dokumente/Promps/anleitungen/Synthese und Implikationen für lokale KI-Deployments.md,32762,.md,text/markdown,utf-8,f4ac9b50bc3127079e31b393365c38b572f0a0452663ea37987a11c37934e4b5,1776778500.0,REGULAR
anleitungen/gemma4_einrichten_auf_geforce_1070.md,/home/xxammaxx/Dokumente/Promps/anleitungen/gemma4_einrichten_auf_geforce_1070.md,2932,.md,text/markdown,utf-8,3f7abcc9c340ecfb102ce489160347ebfd83ef10752edbe8052f0bcdcb089c88,1775844400.0,REGULAR
anleitungen/opencode-ki-anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/opencode-ki-anleitung.md,20257,.md,text/markdown,utf-8,76c565dee3b782ce84707a4d6cd9e94dea52ec4ff749e87e7fce240ac2a76153,1778006358.0,REGULAR
anleitungen/Anleitung_Qwen_3.6_GTX1070_Deployment.md,/home/xxammaxx/Dokumente/Promps/anleitungen/Anleitung_Qwen_3.6_GTX1070_Deployment.md,3075,.md,text/markdown,utf-8,1026e4d30769219d670d55a9b107ebc94a11cd1c204e7f5bcbcc45e229490694,1776778574.0,REGULAR
anleitungen/qwen_code_anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/qwen_code_anleitung.md,20602,.md,text/markdown,utf-8,36ce1c15ba3659dbf164df309ecedd7ea487f59c38a9ca6cf5a3bcf064e0091f,1776004810.0,REGULAR
anleitungen/spec-kit-dokumentation.pdf,/home/xxammaxx/Dokumente/Promps/anleitungen/spec-kit-dokumentation.pdf,118696,.pdf,application/pdf,latin-1,495df2d8df3da3f3bb45be67d7db0a60cb7c868c1edd67bbaf511f66f1d99839,1775810776.0,REGULAR
anleitungen/Vibe_Coding_Master_Framework.md,/home/xxammaxx/Dokumente/Promps/anleitungen/Vibe_Coding_Master_Framework.md,3491,.md,text/markdown,utf-8,6b40e27234087aad75046aa3fe6d6606e064ef802ef9cc79311ff436b412ad9a,1776235772.0,REGULAR
anleitungen/opencode-ki-anleitung.pdf,/home/xxammaxx/Dokumente/Promps/anleitungen/opencode-ki-anleitung.pdf,99221,.pdf,application/pdf,latin-1,6bc1298497f9064630481167ba245037418258b2a43ad9749077ef3eb1bbff1a,1778006376.0,REGULAR
anleitungen/speckit_ki_agent_anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/speckit_ki_agent_anleitung.md,4799,.md,text/markdown,utf-8,fabe1388394bcb0bfb7e27c0140521bbb181f5dadd5ddd606f21af4c999481bb,1776833472.0,REGULAR
anleitungen/anleitung_analysieren.md,/home/xxammaxx/Dokumente/Promps/anleitungen/anleitung_analysieren.md,4169,.md,text/markdown,utf-8,2455c94c083f17ef54fbb83ae46659fadf48336ac7947e52271ab5f7a4bdb584,1775888156.0,REGULAR
anleitungen/anleitung_speckit_neu.md,/home/xxammaxx/Dokumente/Promps/anleitungen/anleitung_speckit_neu.md,16219,.md,text/markdown,utf-8,806b1069c30cb5169c513b02da88b86a47bb44a87efa1e62cda11635617181bf,1776234358.0,REGULAR
anleitungen/company/Ein Zero-Cost-Infrastrukturmodell auf Base L2.md,/home/xxammaxx/Dokumente/Promps/anleitungen/company/Ein Zero-Cost-Infrastrukturmodell auf Base L2.md,36084,.md,text/markdown,utf-8,3b8554e8d4211f3e963f37db9537c03005f53495d15ee8fee3093778e9b6d60c,1776413368.0,REGULAR
anleitungen/company/Strategische Frameworks für kryptoökonomische Einkommensmodelle ohne Startkapit.md,/home/xxammaxx/Dokumente/Promps/anleitungen/company/Strategische Frameworks für kryptoökonomische Einkommensmodelle ohne Startkapit.md,41140,.md,text/markdown,utf-8,b15707f4957bdd83b94e0a420de201ffeb639c8c0f03cad64e90759e6307eb8b,1776829166.0,REGULAR
anleitungen/company/Zero-Human Company.md,/home/xxammaxx/Dokumente/Promps/anleitungen/company/Zero-Human Company.md,9777,.md,text/markdown,utf-8,5e5acb20718c303e908e02b5f8511b3d42fc1619596eb75a58d24e1d1640993a,1777281160.0,REGULAR
anleitungen/company/Technische Machbarkeit und wirtschaftliches Potenzial eines autonomen Agentic-Finance-Setups im Edge-Computing.md,/home/xxammaxx/Dokumente/Promps/anleitungen/company/Technische Machbarkeit und wirtschaftliches Potenzial eines autonomen Agentic-Finance-Setups im Edge-Computing.md,32664,.md,text/markdown,utf-8,1fc6e5e1789b05007fd926ce080e186e11f2dd7c7077095a481235ca82ac8a23,1776263124.0,REGULAR
anleitungen/company/Maximale Token-Effizienz & Ausgabequalität.md,/home/xxammaxx/Dokumente/Promps/anleitungen/company/Maximale Token-Effizienz & Ausgabequalität.md,2423,.md,text/markdown,utf-8,76014c345d4c580a3315006bf567a619de6eac35c5dfb5944ab53ea0947f0507,1776062266.0,REGULAR
anleitungen/speckit/spec-kit-anleitung.md,/home/xxammaxx/Dokumente/Promps/anleitungen/speckit/spec-kit-anleitung.md,27491,.md,text/markdown,utf-8,52b0755d9eb6ac059488ba6e67d381867a33a85bae83af18db04c362e1f0beee,1776005110.0,REGULAR
anleitungen/speckit/blueprint-template.md,/home/xxammaxx/Dokumente/Promps/anleitungen/speckit/blueprint-template.md,15449,.md,text/markdown,utf-8,0806e294344599ff3b3dba5f1e9d51eb9fbe59df4dcf74ef634a0eabe7c02356,1777504160.0,REGULAR
anleitungen/speckit/spec-kit-dokumentation.pdf,/home/xxammaxx/Dokumente/Promps/anleitungen/speckit/spec-kit-dokumentation.pdf,118696,.pdf,application/pdf,latin-1,495df2d8df3da3f3bb45be67d7db0a60cb7c868c1edd67bbaf511f66f1d99839,1775810776.0,REGULAR
Meta_Prompt/Living Truth Mirror.pdf,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/Living Truth Mirror.pdf,70446,.pdf,application/pdf,latin-1,e76da36dd148910a2af4ac256415bdf8b3ac30bbc85e047ef2ab3dbf1716884f,1783021198.0,REGULAR
Meta_Prompt/OPSX-basierter Development Orchestrator und KI-Engineering-Agent_V3.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/OPSX-basierter Development Orchestrator und KI-Engineering-Agent_V3.md,17807,.md,text/markdown,utf-8,773eded01bee0d33c0610628d0c30707b3107375e82dbc5b2f8fb58e0d13b6e2,1778596120.0,REGULAR
Meta_Prompt/Issues_analysieren_1_von_2.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/Issues_analysieren_1_von_2.md,18348,.md,text/markdown,utf-8,201bdb9b8da4f879bd8d691739619be4c06a4408ba4fe810c9380f508c05d1ed,1779788148.0,REGULAR
Meta_Prompt/Meta-Prompt für eine KI zur iterativen Projekt-Orchestrierung.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/Meta-Prompt für eine KI zur iterativen Projekt-Orchestrierung.md,5423,.md,text/markdown,utf-8,47aa3e5a279612c8e57a8bb20c9eeaca97590b4ea5314ffedb9664993b75f2e6,1778386174.0,REGULAR
Meta_Prompt/OPSX-basierter Development Orchestrator und KI-Engineering-Agent.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/OPSX-basierter Development Orchestrator und KI-Engineering-Agent.md,13622,.md,text/markdown,utf-8,1c3819ff7999fb52e11eadb323185dacc51a9c745ce80ca0c341fb84f0d6e719,1778390810.0,REGULAR
Meta_Prompt/Live Operations Pass .md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/Live Operations Pass .md,10697,.md,text/markdown,utf-8,475559ba51d670e544b28711b34abd92fd41f27a661418404e76a01b0a8cca7a,1779751132.0,REGULAR
Meta_Prompt/OPSX-basierter Development Orchestrator und KI-Engineering-Agent_V2.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/OPSX-basierter Development Orchestrator und KI-Engineering-Agent_V2.md,17081,.md,text/markdown,utf-8,737f1abf70aae61b6499fb4f1060e9b5867d2cf32f766749c6e314f8f555451c,1778563796.0,REGULAR
Meta_Prompt/UNIVERSAL_OPENCODE_MCP_SETUP_PROMPT.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/UNIVERSAL_OPENCODE_MCP_SETUP_PROMPT.md,15164,.md,text/markdown,utf-8,1c6f4cc6d44848f4bff449479a8c0345c585cf283788527f723b224bb44050dc,1779289528.0,REGULAR
Meta_Prompt/VOLLSTÄNDIGE_PROJEKT-ANALYSE_2_von_2.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/VOLLSTÄNDIGE_PROJEKT-ANALYSE_2_von_2.md,8956,.md,text/markdown,utf-8,4bcbafc31ba845efbb49d91d967837381385006c9da473d0bf728ac51a0bb2f3,1779788128.0,REGULAR
Meta_Prompt/Codebase_Analyse_Prompt_fuer_Reparaturanweisung (1).md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/Codebase_Analyse_Prompt_fuer_Reparaturanweisung (1).md,16050,.md,text/markdown,utf-8,22053750096cc52f6e5973e258ea96d18729d3aa5ea5e86a670ecc10f69fd609,1779755114.0,REGULAR
Meta_Prompt/blueprint_ai_coding_orchestrator.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/blueprint_ai_coding_orchestrator.md,30020,.md,text/markdown,utf-8,40978d6f1161e97b24c2d3e4150639f8ddcede2b301e6b040a9f782889c325a6,1779843808.0,REGULAR
Meta_Prompt/testloop.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/testloop.md,10005,.md,text/markdown,utf-8,d49e267879c8bce879bb4ecb154a3ccda1b6f864b6f574a178cb512930246440,1778642132.0,REGULAR
Meta_Prompt/Meta-Prompt für eine KI zur iterativen Projekt-Orchestrierung_v2.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/Meta-Prompt für eine KI zur iterativen Projekt-Orchestrierung_v2.md,8547,.md,text/markdown,utf-8,339c80c83079172433070f7d137e9804df50bc65c79dbe24a1dc5749742ceecf,1779246358.0,REGULAR
Meta_Prompt/xxx/__vertikale_integration__.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/xxx/__vertikale_integration__.md,24050,.md,text/markdown,utf-8,d4d11727562f660b235e12d78b83a02e4d07bcd6dff91df7a85ee1ff4dac27ee,1778503530.0,REGULAR
Meta_Prompt/xxx/Meta-Prompt f__r eine KI zur iterativen Projekt-Orchestrierung.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/xxx/Meta-Prompt f__r eine KI zur iterativen Projekt-Orchestrierung.md,5423,.md,text/markdown,utf-8,47aa3e5a279612c8e57a8bb20c9eeaca97590b4ea5314ffedb9664993b75f2e6,1778386174.0,REGULAR
Meta_Prompt/xxx/OPSX-basierter Development Orchestrator und KI-Engineering-Agent.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/xxx/OPSX-basierter Development Orchestrator und KI-Engineering-Agent.md,13622,.md,text/markdown,utf-8,1c3819ff7999fb52e11eadb323185dacc51a9c745ce80ca0c341fb84f0d6e719,1778390810.0,REGULAR
Meta_Prompt/xxx/Maximale Token-Effizienz & Ausgabequalit__t.md,/home/xxammaxx/Dokumente/Promps/Meta_Prompt/xxx/Maximale Token-Effizienz & Ausgabequalit__t.md,2423,.md,text/markdown,utf-8,76014c345d4c580a3315006bf567a619de6eac35c5dfb5944ab53ea0947f0507,1776062266.0,REGULAR
app_konzepte_neu/CrewTime_Proof_Bau_Handwerk/konzept.md,/home/xxammaxx/Dokumente/Promps/app_konzepte_neu/CrewTime_Proof_Bau_Handwerk/konzept.md,2670,.md,text/markdown,utf-8,14fd38994e69eee9710359d46186b0e3f94c54499410d2fa946e86b1e17c6d6f,1777628284.0,REGULAR
app_konzepte_neu/SupplyChainEvidence_Lite/konzept.md,/home/xxammaxx/Dokumente/Promps/app_konzepte_neu/SupplyChainEvidence_Lite/konzept.md,2705,.md,text/markdown,utf-8,9c5f594c712dfbdd6c1a6740ef00f90f27849b0948287a944c32e48c5b5678bb,1777628284.0,REGULAR
app_konzepte_neu/VollmachtFlow/konzept.md,/home/xxammaxx/Dokumente/Promps/app_konzepte_neu/VollmachtFlow/konzept.md,2539,.md,text/markdown,utf-8,3c0e90d30512c195c8a5885eba1e1844982a175862dab44f82558d350df11f69,1777628284.0,REGULAR
app_konzepte_neu/BauAbnahme_Sign/konzept.md,/home/xxammaxx/Dokumente/Promps/app_konzepte_neu/BauAbnahme_Sign/konzept.md,2642,.md,text/markdown,utf-8,5dd06c553a13479988cd53a871bc0ae4565fcf76ad26f0733c20d428f43f27fa,1777628284.0,REGULAR
